LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
1;256.000;6.000;1.000;34.000;0.255;0.224;0.670
2;256.000;5.000;2.000;34.000;0.217;0.185;0.428
3;245.000;6.000;1.000;45.000;0.207;0.173;0.250
4;263.000;6.000;1.000;27.000;0.300;0.272;0.437
5;241.000;7.000;0.000;48.000;0.226;0.192;0.616
6;240.000;7.000;0.000;50.000;0.219;0.185;0.637
7;246.000;7.000;0.000;44.000;0.241;0.209;0.240
8;258.000;6.000;1.000;32.000;0.267;0.236;0.512
9;244.000;5.000;2.000;46.000;0.172;0.137;0.349
10;263.000;6.000;1.000;26.000;0.308;0.280;0.476
11;242.000;6.000;1.000;48.000;0.197;0.162;0.556
12;245.000;7.000;0.000;45.000;0.237;0.204;0.614
13;258.000;6.000;1.000;32.000;0.267;0.236;0.377
14;249.000;6.000;1.000;41.000;0.222;0.189;0.399
15;260.000;6.000;1.000;29.000;0.286;0.256;0.283
16;257.000;7.000;0.000;33.000;0.298;0.269;0.516
17;249.000;7.000;0.000;41.000;0.255;0.223;0.261
18;235.000;7.000;0.000;55.000;0.203;0.168;0.526
19;260.000;6.000;1.000;30.000;0.279;0.249;0.616
20;260.000;6.000;1.000;29.000;0.286;0.256;0.593
21;249.000;7.000;0.000;41.000;0.255;0.223;0.498
22;246.000;4.000;3.000;44.000;0.145;0.109;0.197
23;245.000;7.000;0.000;45.000;0.237;0.204;0.675
24;240.000;7.000;0.000;50.000;0.219;0.185;0.245
25;261.000;5.000;2.000;28.000;0.250;0.220;0.414
max;263.000;7.000;3.000;55.000;0.308;0.280;0.675
avg;250.720;6.200;0.800;39.080;0.242;0.210;0.455
min;235.000;4.000;0.000;26.000;0.145;0.109;0.197
---
RF
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
6;287.000;4.000;3.000;3.000;0.571;0.561
7;288.000;4.000;3.000;2.000;0.615;0.607
8;289.000;3.000;4.000;1.000;0.545;0.538
9;287.000;2.000;5.000;3.000;0.333;0.320
10;289.000;2.000;5.000;0.000;0.444;0.439
11;289.000;4.000;3.000;1.000;0.667;0.660
12;290.000;4.000;3.000;0.000;0.727;0.723
13;287.000;3.000;4.000;3.000;0.462;0.450
14;285.000;4.000;3.000;5.000;0.500;0.486
15;288.000;1.000;6.000;1.000;0.222;0.214
16;290.000;3.000;4.000;0.000;0.600;0.594
17;285.000;3.000;4.000;5.000;0.400;0.385
18;287.000;5.000;2.000;3.000;0.667;0.658
19;289.000;3.000;4.000;1.000;0.545;0.538
20;288.000;3.000;4.000;1.000;0.545;0.537
21;287.000;4.000;3.000;3.000;0.571;0.561
22;288.000;3.000;4.000;2.000;0.500;0.490
23;287.000;6.000;1.000;3.000;0.750;0.743
24;289.000;2.000;5.000;1.000;0.400;0.391
25;286.000;3.000;4.000;3.000;0.462;0.450
max;290.000;6.000;6.000;5.000;0.769;0.764
avg;287.680;3.320;3.680;2.120;0.526;0.517
min;285.000;1.000;1.000;0.000;0.222;0.214
---
KNN
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;266.000;6.000;1.000;24.000;0.324;0.297
2;269.000;5.000;2.000;21.000;0.303;0.276
3;267.000;6.000;1.000;23.000;0.333;0.307
4;264.000;6.000;1.000;26.000;0.308;0.280
5;261.000;7.000;0.000;28.000;0.333;0.306
6;269.000;6.000;1.000;21.000;0.353;0.328
7;263.000;7.000;0.000;27.000;0.341;0.315
8;256.000;6.000;1.000;34.000;0.255;0.224
9;260.000;6.000;1.000;30.000;0.279;0.249
10;274.000;5.000;2.000;15.000;0.370;0.348
11;254.000;6.000;1.000;36.000;0.245;0.213
12;251.000;7.000;0.000;39.000;0.264;0.233
13;271.000;4.000;3.000;19.000;0.267;0.239
14;258.000;7.000;0.000;32.000;0.304;0.275
15;274.000;6.000;1.000;15.000;0.429;0.408
16;271.000;6.000;1.000;19.000;0.375;0.351
17;262.000;6.000;1.000;28.000;0.293;0.264
18;252.000;6.000;1.000;38.000;0.235;0.203
19;273.000;5.000;2.000;17.000;0.345;0.321
20;267.000;5.000;2.000;22.000;0.294;0.267
21;256.000;7.000;0.000;34.000;0.292;0.262
22;266.000;4.000;3.000;24.000;0.229;0.198
23;257.000;7.000;0.000;33.000;0.298;0.269
24;258.000;5.000;2.000;32.000;0.227;0.195
25;267.000;5.000;2.000;22.000;0.294;0.267
max;274.000;7.000;3.000;39.000;0.429;0.408
avg;263.440;5.840;1.160;26.360;0.304;0.276
min;251.000;4.000;0.000;15.000;0.227;0.195
